Id,have_youMentalHealthBenefits,Country,Mental_Consequences,isCompany_Technical,discuss_Family,isConsequenceSerious,Age,isSelfEmployed,have_you_PhysicalHealthConversations,isAnonymous,have_you_MentalHealthConversations,have_you_seeked_MentalHealthHelp,feel_Recovering,isPart_of_MentalHealthProgram,know_you_MentalCareOptions,isMental_asGoodas_Physical,isMentalIllness_family,discuss_Peers,iswork_disturbed,Physical_Consequences,istreatment_required,Additional_Data,isWork_Remote,Approx_Acquaintances,Gender
513,Yes,1,No,1,Yes,0,39,0,No,Yes,No,Yes,Very easy,Yes,Yes,Yes,0,Yes,Never,No,0,I work for an extremely supportive company and we are amazingly open about mental health issues. Employees often share their struggles with the whole team and receive a high level of support in return.,0,26-100,Male
1230,No,3,No,1,Yes,0,23,0,Maybe,Yes,Maybe,Yes,Very easy,No,Yes,Yes,1,Yes,Sometimes,No,1,,0,6-25,Female
968,Don't know,3,Maybe,0,No,0,45,0,Maybe,Don't know,No,No,Don't know,No,No,Don't know,1,Some of them,Rarely,No,0,,0,100-500,Male
390,No,28,Yes,1,No,1,99999999999,1,No,No,Yes,No,Very difficult,No,Yes,No,1,No,Often,Yes,1,,0,1-5,All
748,Yes,1,No,1,Yes,0,35,0,No,Yes,No,Yes,Very easy,Yes,Yes,Yes,1,Some of them,Rarely,No,1,Since I am the CEO of my startup some of the would you feel comfortable and do you know the policy questions are interesting.  Of course I feel comfortable since no one can fire me and I know the policies because I chose them!However now I am curious if my employees know just how supportive the company would be of their mental health needs and this survey is making me realize that we probably haven't done a great job communicating that to everyone.  Thanks for doing this.,0,6-25,Male
1121,No,3,Maybe,0,Some of them,0,44,0,No,Don't know,No,Yes,Don't know,No,No,No,0,Some of them,Sometimes,No,1,,0,More than 1000,Male
753,No,40,No,1,Yes,0,40,1,Maybe,Yes,Maybe,No,Very easy,No,No,Yes,0,Some of them,Never,No,0,,0,6-25,Male
458,No,3,Maybe,1,No,0,32,0,Yes,Don't know,No,No,Don't know,No,No,Yes,0,Some of them,Never,No,0,,0,6-25,Male
678,No,11,No,1,Yes,0,29,1,Yes,Yes,Yes,No,Very easy,No,Yes,Yes,0,Yes,,No,0,,0,1-5,Male
393,Don't know,2,No,1,Yes,0,26,0,No,Don't know,No,Don't know,Very easy,Don't know,No,Yes,1,Yes,Often,No,1,,1,26-100,Male
1194,Don't know,11,No,1,Yes,0,27,0,Yes,Don't know,Yes,No,Don't know,No,Not sure,Don't know,0,Some of them,,No,0,,0,26-100,male
840,Don't know,1,Maybe,0,Yes,0,43,0,No,Don't know,No,Don't know,Very difficult,No,No,Don't know,0,Some of them,Sometimes,No,1,,0,More than 1000,male
717,Yes,1,No,1,Yes,0,37,1,Maybe,Yes,Maybe,No,Somewhat easy,Yes,Yes,Yes,0,Yes,,No,0,,1,6-25,male
581,Don't know,1,No,1,Yes,0,50,0,Maybe,Don't know,Maybe,Don't know,Don't know,No,No,Don't know,1,Some of them,,No,0,,1,100-500,Male
1050,Yes,1,No,1,Yes,1,26,0,Maybe,Don't know,No,No,Don't know,No,Yes,No,1,Some of them,Sometimes,No,1,I should note one of the places my employer fails with regards to mental health is that the company-paid health insurance policy does not cover trans healthcare needs.,0,More than 1000,female
993,No,3,Maybe,1,No,0,28,1,No,Yes,No,No,Very easy,No,Yes,Yes,0,No,,Maybe,0,,1,1-5,male
567,Yes,1,No,1,Some of them,0,32,0,Yes,Don't know,Maybe,Yes,Somewhat easy,No,No,Don't know,0,Yes,Sometimes,No,1,,0,More than 1000,Male
796,Yes,1,Yes,1,Yes,0,32,0,No,Don't know,No,Don't know,Don't know,No,No,Don't know,1,Some of them,Often,No,1,,0,100-500,Female
1237,No,18,Yes,1,No,1,28,0,No,Yes,No,No,Don't know,No,Yes,No,0,No,Sometimes,Maybe,0,,0,26-100,male
958,Yes,1,No,1,Some of them,0,26,0,Maybe,Don't know,No,Don't know,Don't know,Don't know,Not sure,No,0,Some of them,Rarely,No,1,,0,More than 1000,Male
887,Yes,3,No,0,Yes,0,38,0,Maybe,Don't know,No,Yes,Somewhat easy,Yes,Yes,No,1,Some of them,,No,0,,0,500-1000,m
386,Don't know,27,No,1,Yes,0,42,0,Maybe,Don't know,Maybe,No,Don't know,No,Not sure,Don't know,0,Some of them,Never,No,0,,0,500-1000,Male
580,Yes,1,Maybe,1,Some of them,1,41,0,No,Don't know,No,No,Don't know,No,No,Don't know,1,Some of them,Often,Maybe,1,,0,More than 1000,male
861,No,3,No,1,Yes,0,26,1,Maybe,Don't know,Maybe,Don't know,Somewhat difficult,Don't know,Not sure,Yes,0,Yes,Rarely,No,1,,1,1-5,Male
1034,Don't know,1,Yes,0,No,1,36,0,Maybe,Don't know,No,Don't know,Don't know,No,No,Don't know,0,No,Never,Maybe,0,,0,100-500,M
549,No,11,Maybe,1,Some of them,0,30,0,Yes,Don't know,Maybe,No,Somewhat easy,Don't know,No,Don't know,0,Some of them,Often,No,0,,0,26-100,male
466,Yes,1,Maybe,1,Yes,0,57,0,Maybe,Don't know,No,No,Don't know,No,Yes,No,1,Some of them,Rarely,No,1,,0,More than 1000,M
295,Don't know,1,Maybe,1,No,0,24,0,Maybe,Don't know,No,Don't know,Don't know,No,Not sure,No,0,Some of them,,Maybe,0,,0,500-1000,Female
34,Yes,1,Maybe,1,No,0,40,0,Maybe,Don't know,No,No,Don't know,No,Yes,Yes,0,Some of them,Sometimes,No,1,,0,1-5,female
1178,No,46,No,1,Some of them,0,40,1,Maybe,Don't know,Maybe,No,Somewhat easy,No,Yes,Don't know,0,Some of them,Sometimes,No,0,,1,1-5,m
848,No,1,No,1,Yes,0,40,1,No,Yes,No,No,Very easy,No,Yes,Yes,1,Yes,Sometimes,No,1,,1,1-5,m
1046,No,21,No,1,Yes,0,33,0,No,Don't know,No,No,Somewhat easy,No,Not sure,Don't know,1,Some of them,Sometimes,No,1,I suffered of panic attacks and agoraphobia for about 10 years.,0,6-25,Malr
565,Yes,1,Maybe,1,No,0,28,0,Maybe,Yes,No,No,Somewhat difficult,No,Yes,No,0,Some of them,Sometimes,No,1,,0,More than 1000,male
412,Don't know,1,No,1,Some of them,1,21,0,Maybe,Don't know,No,Don't know,Don't know,Don't know,Not sure,Don't know,1,Some of them,Never,No,0,,0,More than 1000,male
247,No,3,No,0,Yes,0,29,0,Yes,Yes,Maybe,No,Very easy,No,No,Yes,0,Yes,,No,0,,0,6-25,Male
397,No,3,Maybe,1,Yes,1,35,0,Maybe,Don't know,No,No,Very difficult,No,No,No,0,Some of them,Sometimes,Maybe,0,,0,6-25,Male
688,Don't know,1,Maybe,1,No,0,28,0,No,Don't know,No,No,Don't know,No,No,Don't know,0,Some of them,,No,0,,1,26-100,Male
233,Don't know,1,Maybe,1,Yes,0,38,0,Maybe,Don't know,No,Don't know,Don't know,No,Not sure,No,0,Some of them,Sometimes,Maybe,0,,1,26-100,Male
722,No,2,Maybe,1,Yes,0,29,0,Maybe,Don't know,No,No,Somewhat difficult,No,Yes,Don't know,0,Yes,,Maybe,0,,1,1-5,male
953,Don't know,1,Yes,1,No,0,36,0,No,Don't know,No,Don't know,Don't know,No,No,Don't know,1,Some of them,Rarely,Maybe,1,,0,6-25,Female 
795,Yes,1,Maybe,1,Yes,1,38,0,Maybe,Don't know,No,No,Somewhat easy,No,Yes,No,0,Some of them,Never,No,0,,0,26-100,Male
644,Yes,26,Maybe,0,No,1,31,0,No,No,No,No,Don't know,No,No,Don't know,1,Some of them,Rarely,No,1,,0,100-500,female
1100,Yes,1,Maybe,1,Yes,0,29,0,Yes,Don't know,Maybe,Yes,Don't know,No,Not sure,Don't know,0,Some of them,,No,0,,1,6-25,Male
310,Don't know,2,Yes,0,No,0,25,0,Maybe,Don't know,No,Don't know,Somewhat difficult,No,No,Don't know,0,No,Often,Maybe,1,,1,6-25,Male
1189,Yes,1,Maybe,1,No,0,40,0,No,Yes,No,No,Don't know,No,Yes,Yes,1,Some of them,Sometimes,No,1,,0,6-25,Male
638,Yes,1,No,1,Yes,0,35,1,No,Yes,No,No,Very easy,No,Not sure,Yes,0,Some of them,,No,0,,1,1-5,Male
49,Yes,1,Maybe,1,Yes,0,30,0,No,Don't know,No,Don't know,Don't know,No,No,Don't know,1,Some of them,Rarely,No,1,I just started a new job last week hence a lot of don't know's,0,26-100,male
744,Yes,1,Maybe,1,Some of them,0,36,0,Maybe,Don't know,Maybe,No,Very difficult,No,Yes,Don't know,0,Some of them,Sometimes,Maybe,1,I am a 15 year vet of the industry and I get 2 weeks of combined sick and vacation time a year and I have children to fit into that too. I've had heart problems from the stress. Fuck everything about startup culture. ,1,100-500,Male
1183,No,1,Maybe,1,Some of them,0,35,0,No,Yes,No,No,Don't know,No,No,Yes,1,Some of them,Sometimes,Maybe,1,,1,1-5,female
1072,Yes,1,Maybe,1,No,1,41,0,No,Don't know,No,Yes,Don't know,Yes,Yes,Yes,0,Some of them,Rarely,Maybe,0,,0,More than 1000,M
1101,Don't know,1,Maybe,1,No,0,26,0,Maybe,Don't know,No,No,Don't know,No,Not sure,Don't know,1,Some of them,Sometimes,No,0,,0,100-500,Male
587,Yes,1,Maybe,1,Some of them,1,29,0,Maybe,Yes,No,No,Don't know,Yes,Yes,Don't know,0,Some of them,Never,No,0,,0,26-100,f
465,No,3,Maybe,1,Yes,0,38,1,Maybe,Yes,No,No,Somewhat easy,No,No,Yes,0,Some of them,Sometimes,Maybe,1,,1,26-100,Male
359,No,1,No,1,Yes,0,29,1,Maybe,Yes,Maybe,No,Very easy,No,Yes,Yes,0,Yes,,No,0,,1,1-5,M
358,No,1,Yes,1,Some of them,0,34,0,Maybe,Don't know,No,No,Somewhat easy,No,No,Don't know,0,Some of them,Sometimes,Yes,1,,1,100-500,Male
224,Don't know,1,No,1,Yes,0,23,0,Yes,Don't know,No,Don't know,Don't know,Don't know,Not sure,Yes,0,No,Never,No,0,A strong mind goes a long way. Stay strong. Take some time off to help. Its all in your head. ,0,26-100,Male
856,Yes,1,No,1,Yes,0,51,0,No,Yes,No,Yes,Very easy,Yes,Yes,Yes,0,Yes,Never,No,0,,1,More than 1000,Male
1030,Don't know,1,No,1,Yes,0,26,0,No,Don't know,No,No,Don't know,No,Not sure,Yes,1,Some of them,,No,0,,0,6-25,Male
44,Don't know,1,No,1,No,0,30,0,Maybe,Don't know,No,No,Don't know,No,No,Don't know,0,No,Sometimes,No,1,,0,26-100,Male
913,Don't know,1,No,1,Yes,0,33,0,No,Don't know,No,Yes,Somewhat easy,No,Yes,Don't know,1,Yes,Sometimes,No,1,,0,26-100,Male
1028,Yes,1,Yes,1,No,0,40,0,No,Don't know,No,No,Don't know,Yes,Yes,Don't know,1,No,Never,Yes,0,,1,100-500,female
1150,Yes,1,Maybe,1,Some of them,1,32,0,No,Yes,No,Yes,Somewhat difficult,Yes,Yes,Don't know,0,Some of them,Sometimes,Maybe,1,,0,More than 1000,Male
1037,Don't know,1,Yes,0,No,0,44,0,No,Yes,No,Don't know,Don't know,Don't know,No,No,0,Some of them,,No,0,,1,More than 1000,m
268,Yes,1,Maybe,1,Some of them,0,37,0,Yes,Yes,No,No,Don't know,No,Yes,Don't know,1,Some of them,Often,No,1,,0,26-100,Female
618,No,7,Maybe,1,Some of them,0,38,0,Maybe,Don't know,Maybe,Don't know,Don't know,No,Not sure,Don't know,1,Some of them,Often,Maybe,0,,1,26-100,male
434,Don't know,1,Maybe,1,Some of them,0,27,0,No,Don't know,No,No,Somewhat difficult,No,Not sure,Don't know,0,Some of them,Sometimes,Maybe,1,I talked to a psychiatrist once about taking medical leave for mental health issues with his referral. He was willing to help but warned me that I may not want to as he's seen that sort of thing follow people throughout their tech careers (word gets out even if it's confidential at work). I've been terrified of bringing mental health up anywhere that coworkers or potential employers could see ever since.,0,26-100,female
204,Don't know,17,No,1,Yes,0,34,0,No,Don't know,No,Don't know,Very easy,Don't know,No,Yes,1,Yes,,No,0,,1,100-500,male
1221,Don't know,1,No,1,Yes,0,46,0,Yes,Don't know,Yes,Don't know,Don't know,Don't know,Not sure,Don't know,1,Some of them,Sometimes,No,1,Just starting a new job hence the numerous I don't know selections.,1,100-500,male
58,No,1,No,0,Yes,0,26,0,Yes,Yes,Maybe,No,Somewhat easy,No,No,Don't know,0,Some of them,,No,0,,0,26-100,Male
1232,Yes,3,No,0,Yes,0,25,0,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,Yes,1,Yes,Sometimes,No,1,I work at a large university with a track record of health and wellbeing support,0,More than 1000,Male
432,No,1,Yes,1,Some of them,0,33,1,Yes,Yes,Yes,No,Somewhat easy,No,No,Don't know,0,Some of them,Often,Maybe,1,,1,1-5,male
27,Yes,1,No,1,Yes,0,35,0,Maybe,Don't know,Maybe,Don't know,Don't know,Don't know,Yes,Yes,1,Yes,Rarely,No,1,,1,6-25,Female
790,Don't know,3,No,1,Yes,1,29,0,Maybe,Don't know,No,No,Somewhat easy,No,Not sure,Don't know,0,Some of them,Rarely,No,0,,0,100-500,M
1115,Yes,2,Maybe,1,No,1,24,0,Maybe,Yes,No,No,Don't know,No,Yes,Don't know,0,No,Sometimes,No,0,,0,26-100,Male
533,Don't know,22,No,1,Yes,0,23,0,Maybe,Don't know,Maybe,Don't know,Very easy,No,No,Yes,0,Some of them,Rarely,No,0,,0,6-25,Male
726,Don't know,11,Maybe,1,Some of them,0,21,0,Maybe,Don't know,No,No,Very easy,No,No,No,0,Some of them,Rarely,Maybe,0,,1,6-25,male
251,Yes,1,No,1,Yes,1,28,0,Maybe,Yes,No,Don't know,Somewhat easy,No,No,Yes,1,Some of them,,No,0,,0,100-500,Male
878,No,3,Yes,0,No,0,23,0,Maybe,Don't know,No,Yes,Somewhat easy,No,No,Don't know,1,No,Never,Maybe,0,,0,More than 1000,Female
1047,No,14,No,1,Some of them,1,28,0,No,Don't know,No,No,Somewhat easy,No,No,Don't know,1,Some of them,Sometimes,No,0,,0,100-500,Male
621,Don't know,7,No,1,Yes,1,22,1,Yes,Don't know,Maybe,No,Don't know,No,Not sure,No,0,Some of them,Never,Maybe,0,,0,1-5,M
793,Yes,1,Yes,0,Some of them,1,35,0,Yes,Yes,No,No,Very difficult,No,No,No,0,No,Sometimes,Maybe,1,I work for the state government. While things are slowly changing regarding covering mental health with state employees it's just not something that is acceptable in this kind of strict environment so I have to be careful about what I say and how I say it. I often take mental health days but have to call in with a physical illness because mental health problems are not acceptable excuses for using sick leave.,0,100-500,Female
361,No,11,No,1,Yes,0,34,1,Maybe,Don't know,No,Don't know,Somewhat difficult,No,No,Yes,1,Yes,Rarely,No,1,,1,26-100,male
842,Yes,1,No,1,Yes,0,31,0,Maybe,Don't know,Maybe,No,Somewhat difficult,No,Yes,Don't know,1,Yes,Sometimes,No,1,I have been incredibly public about my own struggle in my own conversations and in social media insofar as how I can use my depression to raise awareness or help others. Because of that my employer - or any future employer - kind of knows by default. It's not a secret. That said the downside of that openness is that I have no faith that I wouldn't be discriminated against at a future job simply because the information is public. Likewise I worry I'm seen as less-than by my employer in some circumstances. Regerdless I don't regret being public and raising awareness. My point is that even those of us who do publicly discuss the issue fear systemic retribution. ,0,100-500,Female
1252,Yes,1,Yes,1,No,0,29,0,Maybe,Yes,No,No,Don't know,Yes,Yes,No,1,Some of them,Sometimes,No,1,,1,100-500,male
875,Don't know,1,Yes,1,No,0,30,1,Maybe,Don't know,No,Don't know,Very difficult,No,Not sure,Don't know,1,No,Sometimes,No,1,The main reason for the openness answers are because of an experience with my last employer. I felt I could trust my direct supervisor so I divulged information. It ended up spreading to more supervisors and eventually my coworkers. Supers highly suggested treatment but rushed things that shouldn't have been rushed and I ended up being incorrectly treated in a psych ward and mentally scarred from the issue. I lost most of my desire to program due to the experience not to mention thousands of dollars I lost - lost work time vacation time they used for treatment time doctors expenses etc. I have major depressive disorder high anxiety and mild agoraphobia. After seeing what treatment has to offer I will likely not seek it again and continue as is. (Long story short.),1,6-25,m
431,No,1,Yes,1,Some of them,0,24,0,Yes,Don't know,No,No,Very easy,No,No,Yes,1,No,Rarely,No,1,,0,6-25,F
996,Yes,1,Maybe,1,Yes,0,39,0,No,Yes,No,No,Very easy,No,Yes,Don't know,0,Some of them,Rarely,No,1,,1,100-500,male
1249,Yes,1,No,1,Yes,0,30,0,Maybe,Yes,Maybe,No,Very easy,Don't know,Yes,Yes,1,Yes,Sometimes,No,1,Bipolar disorder ,0,26-100,M
999,No,22,No,1,No,0,27,0,No,Don't know,No,No,Don't know,No,No,Don't know,0,No,,No,0,,0,6-25,Male
70,No,5,Maybe,1,Some of them,0,28,0,No,Don't know,No,No,Don't know,No,No,Don't know,0,Some of them,Never,No,0,,0,26-100,m
452,Yes,1,Yes,1,No,1,30,0,No,Don't know,No,No,Very difficult,Yes,Yes,No,1,Some of them,Often,No,1,,0,More than 1000,male
530,No,3,No,1,Yes,0,27,0,Yes,Don't know,No,No,Don't know,No,No,Don't know,0,Some of them,,No,0,,0,6-25,Male
10,Don't know,1,No,1,Yes,0,31,,No,Don't know,No,No,Don't know,No,No,Don't know,0,Some of them,Sometimes,No,1,,1,6-25,Male
768,Yes,1,Maybe,1,Some of them,0,36,0,No,Don't know,No,No,Don't know,No,No,No,0,Some of them,Never,Maybe,1,,1,6-25,F
140,Don't know,1,Maybe,1,Yes,0,38,0,No,Don't know,No,Don't know,Don't know,Don't know,No,Don't know,1,Some of them,Sometimes,No,1,,0,100-500,Male
478,Don't know,30,Yes,0,No,0,18,0,Maybe,Don't know,No,Don't know,Very easy,No,No,Don't know,0,No,,No,0,,1,500-1000,male
1208,No,47,No,1,Yes,1,33,0,Maybe,Don't know,Maybe,No,Somewhat easy,No,Yes,Don't know,1,Some of them,Often,No,0,,0,100-500,Male
785,Yes,1,Maybe,0,Some of them,1,25,0,No,Yes,No,Yes,Don't know,Yes,Yes,No,1,Some of them,Sometimes,No,1,,0,More than 1000,Male
1137,No,3,Maybe,1,Some of them,0,41,0,Maybe,Don't know,Maybe,No,Somewhat difficult,No,No,Don't know,1,Some of them,,Maybe,0,,0,6-25,M
31,No,1,Yes,1,No,1,31,1,No,Don't know,No,No,Somewhat difficult,No,Yes,No,1,No,Rarely,No,0,,1,1-5,Male
408,Don't know,14,No,1,Yes,0,22,1,No,Don't know,Maybe,No,Somewhat easy,No,No,Don't know,0,Yes,Never,No,0,,1,6-25,Male
64,Don't know,2,No,1,Yes,0,35,0,Maybe,Don't know,No,No,Somewhat easy,No,No,Don't know,0,Some of them,Sometimes,No,0,,0,6-25,male
747,No,21,Maybe,1,No,0,32,0,Maybe,No,Maybe,No,Somewhat difficult,No,No,No,0,Some of them,,No,0,Italians are somewhat behind for what concerns mental health care in the workplace.  Physical health care is very much accepted with a doctor that certifies your ailment.  Mental health is treated quite differently I believe because most people are willing to admit that physical ailments should be covered while mental ailments are almost considered non-existent in most respects.  ,0,6-25,Male
159,Don't know,1,Maybe,1,No,1,25,0,No,Don't know,No,No,Very easy,No,Not sure,Don't know,1,Some of them,Sometimes,No,1,Family history of depression.  Currently dealing with depression and anxiety as well as drug addition.Employer provides & pays premiums on insurance which covers therapy and prescriptions.  Employer allows work-from-home and unlimited PTO which makes episodes easier to control.I don't speak of my problems to anyone at work except for the people that I consider friends and even then I don't go into great detail.I would never bring up a mental health issue during an interview for fear of discrimination and rejection (and therefore greater depression).  One co-worker had serious anxiety problems and would not inform his team of episodes and was eventually let go for being unresponsive.,0,26-100,Male
435,Don't know,1,No,1,Yes,0,28,0,No,Don't know,No,Don't know,Don't know,No,No,Don't know,0,Some of them,Never,No,0,,0,6-25,Male
554,No,27,Maybe,1,Some of them,0,27,0,Yes,Don't know,No,No,Somewhat easy,No,No,Don't know,1,Some of them,Rarely,Maybe,1,,1,100-500,Female
1013,Don't know,1,No,1,Yes,0,38,0,No,Don't know,No,Don't know,Don't know,Don't know,Not sure,Don't know,1,Some of them,Sometimes,No,0,,1,26-100,Female
935,No,3,Maybe,0,No,0,38,1,No,Yes,No,No,Very difficult,No,No,No,1,No,Rarely,No,1,,1,1-5,Male
500,Yes,1,Maybe,1,No,0,38,0,No,Yes,No,No,Don't know,No,Yes,No,0,No,,Maybe,1,,0,26-100,female
1089,Yes,1,Maybe,1,Some of them,0,28,0,No,Don't know,No,Don't know,Don't know,Don't know,Yes,Yes,1,Some of them,Sometimes,No,1,,0,100-500,Female
298,Yes,1,Yes,1,No,0,33,0,Maybe,Don't know,No,Yes,Don't know,Yes,No,Don't know,1,No,Sometimes,No,1,,0,More than 1000,Male
1184,No,1,Yes,1,Some of them,0,28,0,No,Don't know,No,No,Very difficult,No,Yes,Don't know,0,Some of them,Often,Maybe,1,,0,6-25,F
438,Yes,1,Maybe,1,No,0,23,0,Maybe,Don't know,No,Don't know,Don't know,No,Yes,Don't know,0,Some of them,Sometimes,No,1,,0,26-100,female
1059,Yes,1,No,1,Some of them,0,28,0,Yes,Yes,No,Yes,Very easy,Don't know,Yes,Don't know,0,Some of them,Rarely,No,1,,0,6-25,Female
311,Yes,1,No,1,Yes,0,35,0,No,Don't know,No,Yes,Don't know,Don't know,Not sure,Don't know,0,Some of them,Rarely,No,1,,0,100-500,male
1202,No,14,No,1,Yes,0,31,1,Maybe,No,No,No,Don't know,No,Yes,Don't know,0,Yes,,No,1,,0,1-5,Male
630,No,3,Maybe,1,Some of them,0,24,0,Maybe,Don't know,No,No,Don't know,No,No,Don't know,0,No,Sometimes,No,1,,0,100-500,Female
1218,No,7,Maybe,1,Some of them,0,28,0,No,Don't know,No,No,Somewhat easy,No,Not sure,Don't know,0,Some of them,,Maybe,0,,0,6-25,male
1103,Don't know,1,No,1,Some of them,0,35,0,No,Don't know,No,No,Somewhat easy,No,No,Yes,1,Yes,Sometimes,No,0,,1,6-25,Female
446,Yes,1,Maybe,1,Some of them,1,34,0,Maybe,Don't know,No,Don't know,Don't know,Don't know,Not sure,Don't know,1,Some of them,,No,0,,0,More than 1000,M
270,No,18,No,1,Some of them,0,30,1,Maybe,Don't know,No,No,Somewhat difficult,No,No,No,0,Some of them,Sometimes,No,0,,1,1-5,Male
529,Don't know,2,Maybe,1,Yes,0,31,1,No,Don't know,No,Don't know,Don't know,Don't know,Not sure,Yes,1,Some of them,Sometimes,Maybe,1,,1,100-500,Female
915,No,3,Yes,1,No,0,30,0,Maybe,Don't know,No,No,Somewhat difficult,No,No,No,0,Some of them,Sometimes,Maybe,1,,0,26-100,Male
1132,Yes,1,Maybe,1,No,0,36,0,No,Yes,No,No,Somewhat easy,No,Yes,Don't know,1,Some of them,Rarely,Maybe,1,,1,More than 1000,F
15,Yes,1,No,1,Some of them,0,29,,Maybe,Don't know,Maybe,No,Somewhat easy,No,Not sure,Don't know,1,Yes,Rarely,No,1,I have chronic low-level neurological issues that have mental health side effects. One of my supervisors has also experienced similar neurological problems so I feel more comfortable being open about my issues than I would with someone without that experience. ,0,26-100,female
1070,No,1,Maybe,1,Some of them,0,39,0,Maybe,Don't know,No,No,Don't know,No,No,No,0,Some of them,Sometimes,Maybe,1,I've never heard of a workplace that would actually allow you to call off for mental health reasons. So many places require a doctor's note for calling off sick. It's all set up to make you feel worse if you can't just suck it up. Thanks for working to change this!!!,1,6-25,Female
1158,No,1,No,1,No,0,30,0,No,Don't know,No,No,Don't know,No,Yes,Don't know,1,No,Rarely,No,1,People have often felt uncomfortable with my story while most of it happened a decade ago. I used to be quite open about it and have since kept it quietly tucked away. While I sometimes have waves of depression I have learned to cope with the affects.,0,6-25,m
1011,No,1,Maybe,1,Some of them,0,33,1,No,Yes,No,Don't know,Somewhat easy,Don't know,Yes,Yes,0,No,Never,No,0,,1,1-5,female
1049,No,3,No,1,Yes,1,39,1,Maybe,Yes,No,Yes,Somewhat difficult,Yes,Yes,Yes,1,Yes,Sometimes,No,1,These result may be a tad confusing so a summary follows.* Currently self-employed so employer is me :)* Last place of employment was amazing when I first discovered I was bi-polar and helped me as long as I was there up to and including a mental health course for the whole team (although no mention why to others which was great).* I've never had a negative reaction yet but I know others who have.* I've been very lucky with company I keep which is why my experience is largely good.,1,1-5,Male
187,No,5,No,1,No,0,26,0,Maybe,Don't know,No,No,Somewhat easy,No,Yes,Yes,0,Some of them,,No,0,,1,6-25,Male
997,Yes,1,Yes,0,No,0,31,0,No,Don't know,No,Don't know,Don't know,No,Not sure,Don't know,1,No,Never,Yes,0,,0,More than 1000,Female
103,Yes,1,No,1,Yes,0,33,0,Maybe,Yes,Maybe,Yes,Somewhat easy,Yes,Yes,Yes,1,Some of them,Sometimes,No,1,,1,26-100,Male
874,Yes,1,Maybe,0,No,0,37,0,No,Yes,No,No,Very easy,No,Yes,No,1,No,,No,0,,0,500-1000,Male
60,Yes,1,Yes,0,No,1,44,0,Maybe,Don't know,No,Don't know,Don't know,No,No,Don't know,1,Some of them,Sometimes,Maybe,1,,0,More than 1000,Male
740,No,10,No,1,Yes,1,37,0,Maybe,Yes,No,No,Very easy,No,Yes,Yes,1,Some of them,Sometimes,No,1,,0,26-100,male
319,No,24,Maybe,1,Some of them,0,29,0,No,Don't know,No,No,Somewhat easy,No,Yes,Don't know,0,Some of them,,Maybe,0,,0,26-100,male
322,Yes,1,No,1,Yes,0,32,0,Maybe,Yes,Maybe,Yes,Somewhat easy,Don't know,Not sure,Yes,0,Some of them,Never,No,0,,0,500-1000,Male
1229,No,43,Yes,1,No,0,39,0,No,Yes,No,No,Don't know,No,No,Don't know,0,No,,No,0,,1,6-25,Male
729,No,38,Yes,1,No,1,43,1,Maybe,Yes,No,No,Very difficult,No,No,No,0,Yes,Sometimes,No,1,,1,1-5,Male
754,Yes,1,No,1,Yes,0,36,0,No,Yes,No,Yes,Very easy,Yes,Yes,Yes,0,Some of them,Never,No,0,,0,More than 1000,M
692,Don't know,11,No,1,No,0,30,0,Maybe,Yes,Maybe,Don't know,Somewhat easy,No,No,Don't know,0,Some of them,,No,0,,0,26-100,m
531,Yes,10,No,1,Yes,0,31,0,Yes,Don't know,Yes,Yes,Somewhat easy,Yes,Yes,No,0,Yes,Rarely,No,1,,0,100-500,Male
82,No,2,No,0,Yes,0,30,0,No,Don't know,No,No,Don't know,No,No,No,0,Some of them,Never,No,0,,0,26-100,male
467,No,3,Yes,1,Some of them,0,28,0,Maybe,No,No,No,Very difficult,No,No,No,0,No,Sometimes,Maybe,1,,0,More than 1000,Male
971,No,3,Yes,1,No,1,30,1,No,No,No,No,Very difficult,No,Yes,Yes,0,No,Sometimes,Yes,1,,0,6-25,Male
758,No,11,Maybe,1,Some of them,0,34,0,Maybe,Yes,Maybe,No,Somewhat easy,No,No,Yes,0,No,Rarely,Maybe,0,,0,26-100,male
351,Yes,1,No,1,No,0,27,0,Yes,Yes,No,Yes,Don't know,Yes,Yes,Yes,0,No,Sometimes,No,1,,0,More than 1000,Male
489,No,21,Maybe,0,Some of them,0,33,0,No,Don't know,No,No,Don't know,No,No,No,0,Some of them,Never,Maybe,0,,0,6-25,Male
879,Yes,1,Maybe,1,No,0,31,0,No,Yes,No,Don't know,Very easy,No,Yes,Don't know,0,No,Never,No,1,,0,26-100,male
751,Don't know,11,No,1,No,0,42,0,Maybe,Yes,No,Yes,Very easy,Yes,Not sure,Yes,0,Some of them,,No,0,,1,More than 1000,male
113,Yes,1,Maybe,1,Some of them,0,32,0,No,Don't know,No,Don't know,Don't know,No,Yes,Don't know,0,Some of them,Never,No,0,,0,100-500,Male
918,Yes,1,No,1,Yes,0,31,0,Yes,Yes,Maybe,Yes,Very easy,Yes,Yes,Yes,0,Some of them,,No,0,,1,More than 1000,Male
249,Yes,1,Maybe,0,No,0,29,0,Yes,Yes,Maybe,Don't know,Don't know,Yes,Yes,Don't know,1,Some of them,Rarely,No,1,,1,500-1000,f
762,No,18,No,1,Yes,0,37,0,Maybe,Don't know,Maybe,No,Very easy,No,No,Yes,1,Yes,Sometimes,No,1,,0,1-5,Male
